,,BOUND INFO,,BB INFO,,,,,,,,ORIG PROB INFO,,,,,,,,,,,,,CLEANED PROB INFO,,,,,,,,,,,,,,,FULL BB INFO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VERSION INFO,,,,WRAP UP INFO,,,,END
a1c1s1,536,997.52958333333390328335,4649.66760463325317687122,54574,73057,54574,73057,2948.712,2599.319,2948.712,2599.319,3312,3648,173,0.00208,0.06250,1248,0,0,0,0,192,3456,0.000842,1876,2489,155,0.00417,0.48525,1075,0,0,0,0,192,2297,0.001553,0,0,11503.44412499999452847987,11503.44412499998725252226,11503.44412499999452847987,11503.44412499998725252226,11503.44412499999452847987,11503.44412499998725252226,11502.39729142987380328123,11502.32602444283656950574,11502.39729142987380328123,11502.32602444283656950574,11502.39729142987380328123,11502.32602444283656950574,6959214,8279939,6959214,8279939,6959214,8279939,54574,73057,54574,73057,54574,73057,36,23,36,23,36,23,4564.75702370184080791660,7758.70972245220855256775,4564.75702370184080791660,7758.70972245220855256775,4564.75702370184080791660,7758.70972245220855256775,9306.61724084773413778748,10716.40320925492414971814,9306.61724084773413778748,10716.40320925492414971814,9306.61724084773413778748,10716.40320925492414971814,8868,5309,8868,5309,8868,5309,4.653,2.332,4.653,2.332,4.653,2.332,2745.664,2387.398,2745.664,2387.398,2745.664,2387.398,2948.712,2599.319,2948.712,2599.319,2948.712,2599.319,11503.44412499999452847987,11502.39729142987380328123,6959214,54574,36,4564.757024,9306.617241,8868,4.652716,2745.664326,2948.712256,11503.44412499998725252226,11502.32602444283656950574,8279939,73057,23,7758.709722,10716.403209,5309,2.332302,2387.397786,2599.319304,#444d871,#600f7d1,#5de0d70,10.01,,SUCCESS,Wed Jun 14 16:30:43 2023,5548,a1c1s1,DONE
a2c1s1,536,730.20749999999952706276,4110.34675770325338817202,35196,34796,35196,34796,1904.233,1170.111,1904.233,1170.111,3312,3648,174,0.00208,0.06042,1248,0,0,0,0,192,3456,0.000842,1856,2459,159,0.00208,0.50000,1058,0,0,0,0,192,2267,0.001573,0,0,10889.13762499999938881956,10889.13762499999938881956,10889.13762499999938881956,10889.13762499999938881956,10889.13762499999938881956,10889.13762499999938881956,10888.26937366035781451501,10888.06997095657061436214,10888.26937366035781451501,10888.06997095657061436214,10888.26937366035781451501,10888.06997095657061436214,4093698,3907617,4093698,3907617,4093698,3907617,35196,34796,35196,34796,35196,34796,32,30,32,30,32,30,4095.00521713181979066576,7015.82557411607740505133,4095.00521713181979066576,7015.82557411607740505133,4095.00521713181979066576,7015.82557411607740505133,9010.19339074889830953907,10297.22338561355718411505,9010.19339074889830953907,10297.22338561355718411505,9010.19339074889830953907,10297.22338561355718411505,8536,6977,8536,6977,8536,6977,4.809,3.100,4.809,3.100,4.809,3.100,889.926,106.234,889.926,106.234,889.926,106.234,1904.233,1170.111,1904.233,1170.111,1904.233,1170.111,10889.13762499999938881956,10888.26937366035781451501,4093698,35196,32,4095.005217,9010.193391,8536,4.808702,889.925561,1904.233279,10889.13762499999938881956,10888.06997095657061436214,3907617,34796,30,7015.825574,10297.223386,6977,3.100469,106.234415,1170.111451,#444d871,#600f7d1,#5de0d70,10.01,,SUCCESS,Wed Jun 14 15:49:29 2023,3074,a2c1s1,DONE
ab51-40-100,536,-10887846283.41750335693359375000,-10632032444.84491348266601562500,527,10,527,10,34.998,9.117,34.998,9.117,11893,12675,191,0.00332,0.50000,0,0,0,0,0,12675,0,0.000483,4725,10098,150,0.00535,0.48663,15,0,0,0,0,10098,0,0.001918,0,0,-10420305975.00000000000000000000,-10420305975.00000000000000000000,-10420305975.00000000000000000000,-10420305975.00000000000000000000,-10420305975.00000000000000000000,-10420305975.00000000000000000000,-10421277203.50000000000000000000,-10420305975.00000000000000000000,-10421277203.50000000000000000000,-10420305975.00000000000000000000,-10421277203.50000000000000000000,-10420305975.00000000000000000000,39250,11061,39250,11061,39250,11061,527,10,527,10,527,10,37,34,37,34,37,34,-10754403698.79946327209472656250,-10568502593.11805534362792968750,-10754403698.79946327209472656250,-10568502593.11805534362792968750,-10754403698.79946327209472656250,-10568502593.11805534362792968750,-10506544822.88904380798339843750,-10439214705.19984054565429687500,-10506544822.88904380798339843750,-10439214705.19984054565429687500,-10506544822.88904380798339843750,-10439214705.19984054565429687500,18050,10268,18050,10268,18050,10268,22.093,8.883,22.093,8.883,22.093,8.883,33.650,9.115,33.650,9.115,33.650,9.115,34.998,9.117,34.998,9.117,34.998,9.117,-10420305975.00000000000000000000,-10421277203.50000000000000000000,39250,527,37,-10754403698.799463,-10506544822.889044,18050,22.092793,33.650420,34.998451,-10420305975.00000000000000000000,-10420305975.00000000000000000000,11061,10,34,-10568502593.118055,-10439214705.199841,10268,8.882571,9.115147,9.116621,#444d871,#600f7d1,#5de0d70,10.01,,SUCCESS,Wed Jun 14 14:59:04 2023,49,ab51-40-100,DONE
ab67-40-100,536,-11552655490.98717498779296875000,-11189707742.50000000000000000000,1,1,1,1,22.243,1.378,22.243,1.378,12092,12812,209,0.00094,0.50000,0,0,0,0,0,12812,0,0.000490,4716,10384,87,0.12500,0.50000,14,0,0,0,0,10384,0,0.001982,0,0,-11185592442.00000000000000000000,-11185388936.00000000000000000000,-11185592442.00000000000000000000,-11185388936.00000000000000000000,-11185592442.00000000000000000000,-11185388936.00000000000000000000,-11186418442.00000000000000000000,-11186253442.00000953674316406250,-11186418442.00000000000000000000,-11186253442.00000953674316406250,-11186418442.00000000000000000000,-11186253442.00000953674316406250,20853,3954,20853,3954,20853,3954,1,1,1,1,1,1,23,1,23,1,23,1,-11437746961.42781829833984375000,-11186253442.00000953674316406250,-11437746961.42781829833984375000,-11186253442.00000953674316406250,-11437746961.42781829833984375000,-11186253442.00000953674316406250,-11196207003.29963302612304687500,-11186253442.00000953674316406250,-11196207003.29963302612304687500,-11186253442.00000953674316406250,-11196207003.29963302612304687500,-11186253442.00000953674316406250,20853,3954,20853,3954,20853,3954,22.042,1.356,22.042,1.356,22.042,1.356,22.240,1.052,22.240,1.052,22.240,1.052,22.243,1.378,22.243,1.378,22.243,1.378,-11185592442.00000000000000000000,-11186418442.00000000000000000000,20853,1,23,-11437746961.427818,-11196207003.299633,20853,22.042351,22.240098,22.242736,-11185388936.00000000000000000000,-11186253442.00000953674316406250,3954,1,1,-11186253442.000010,-11186253442.000010,3954,1.355823,1.051635,1.377708,#444d871,#600f7d1,#5de0d70,10.01,,SUCCESS,Wed Jun 14 14:58:44 2023,29,ab67-40-100,DONE
ab69-40-100,536,-11558979156.97005271911621093750,-11194604842.25000000000000000000,1,1,1,1,20.340,2.010,20.340,2.010,11911,12622,211,0.00312,0.50000,0,0,0,0,0,12622,0,0.000494,4638,10216,117,0.12500,0.50000,14,0,0,0,0,10216,0,0.001997,0,0,-11185620442.00000000000000000000,-11186281442.00000000000000000000,-11185620442.00000000000000000000,-11186281442.00000000000000000000,-11185620442.00000000000000000000,-11186281442.00000000000000000000,-11186446441.99999809265136718750,-11186281442.00000000000000000000,-11186446441.99999809265136718750,-11186281442.00000000000000000000,-11186446441.99999809265136718750,-11186281442.00000000000000000000,26061,4885,26061,4885,26061,4885,1,1,1,1,1,1,26,1,26,1,26,1,-11444568734.53913879394531250000,-11186281442.00000000000000000000,-11444568734.53913879394531250000,-11186281442.00000000000000000000,-11444568734.53913879394531250000,-11186281442.00000000000000000000,-11186446441.99999809265136718750,-11186281442.00000000000000000000,-11186446441.99999809265136718750,-11186281442.00000000000000000000,-11186446441.99999809265136718750,-11186281442.00000000000000000000,26061,4885,26061,4885,26061,4885,20.312,1.981,20.312,1.981,20.312,1.981,20.336,2.008,20.336,2.008,20.336,2.008,20.340,2.010,20.340,2.010,20.340,2.010,-11185620442.00000000000000000000,-11186446441.99999809265136718750,26061,1,26,-11444568734.539139,-11186446441.999998,26061,20.312418,20.335847,20.339815,-11186281442.00000000000000000000,-11186281442.00000000000000000000,4885,1,1,-11186281442.000000,-11186281442.000000,4885,1.981399,2.008190,2.009511,#444d871,#600f7d1,#5de0d70,10.01,,SUCCESS,Wed Jun 14 14:58:43 2023,28,ab69-40-100,DONE
ab71-20-100,536,-10887769664.97414398193359375000,-10631122484.96987152099609375000,321,1,321,1,18.588,5.369,18.588,5.369,6380,6689,185,0.00332,0.50000,0,1,0,0,0,6689,0,0.000983,2432,5378,160,0.00189,0.48711,14,0,0,0,0,5378,0,0.004223,0,0,-10420305975.00000000000000000000,-10420305975.00000000000000000000,-10420305975.00000000000000000000,-10420305975.00000000000000000000,-10420305975.00000000000000000000,-10420305975.00000000000000000000,-10420544123.82383346557617187500,-10420305975.00000000000000000000,-10420544123.82383346557617187500,-10420305975.00000000000000000000,-10420544123.82383346557617187500,-10420305975.00000000000000000000,32607,7375,32607,7375,32607,7375,321,1,321,1,321,1,26,32,26,32,26,32,-10750632200.57803153991699218750,-10564480459.28224945068359375000,-10750632200.57803153991699218750,-10564480459.28224945068359375000,-10750632200.57803153991699218750,-10564480459.28224945068359375000,-10529045293.31123161315917968750,-10426123436.61702156066894531250,-10529045293.31123161315917968750,-10426123436.61702156066894531250,-10529045293.31123161315917968750,-10426123436.61702156066894531250,11128,7375,11128,7375,11128,7375,12.306,5.356,12.306,5.356,12.306,5.356,16.864,5.368,16.864,5.368,16.864,5.368,18.588,5.369,18.588,5.369,18.588,5.369,-10420305975.00000000000000000000,-10420544123.82383346557617187500,32607,321,26,-10750632200.578032,-10529045293.311232,11128,12.305823,16.864315,18.587769,-10420305975.00000000000000000000,-10420305975.00000000000000000000,7375,1,32,-10564480459.282249,-10426123436.617022,7375,5.356451,5.367771,5.369094,#444d871,#600f7d1,#5de0d70,10.01,,SUCCESS,Wed Jun 14 14:58:41 2023,26,ab71-20-100,DONE
ab72-40-100,536,-11608837352.47343826293945312500,-11199852760.12500190734863281250,1,1,1,1,44.158,2.153,44.158,2.153,11671,12370,244,0.00030,0.50000,0,0,0,0,0,12370,0,0.000500,4537,9996,124,0.12500,0.50000,14,0,0,0,0,9996,0,0.002019,0,0,-11186620442.00000000000000000000,-11186620442.00000000000000000000,-11186620442.00000000000000000000,-11186620442.00000000000000000000,-11186620442.00000000000000000000,-11186620442.00000000000000000000,-11186620442.00000000000000000000,-11186620442.00000000000000000000,-11186620442.00000000000000000000,-11186620442.00000000000000000000,-11186620442.00000000000000000000,-11186620442.00000000000000000000,47087,5879,47087,5879,47087,5879,1,1,1,1,1,1,46,1,46,1,46,1,-11508314771.33010101318359375000,-11186620442.00000000000000000000,-11508314771.33010101318359375000,-11186620442.00000000000000000000,-11508314771.33010101318359375000,-11186620442.00000000000000000000,-11197587519.86027717590332031250,-11186620442.00000000000000000000,-11197587519.86027717590332031250,-11186620442.00000000000000000000,-11197587519.86027717590332031250,-11186620442.00000000000000000000,47087,5879,47087,5879,47087,5879,43.943,2.073,43.943,2.073,43.943,2.073,44.156,2.150,44.156,2.150,44.156,2.150,44.158,2.153,44.158,2.153,44.158,2.153,-11186620442.00000000000000000000,-11186620442.00000000000000000000,47087,1,46,-11508314771.330101,-11197587519.860277,47087,43.942632,44.155523,44.158006,-11186620442.00000000000000000000,-11186620442.00000000000000000000,5879,1,1,-11186620442.000000,-11186620442.000000,5879,2.073054,2.149770,2.153162,#444d871,#600f7d1,#5de0d70,10.01,,SUCCESS,Wed Jun 14 14:59:09 2023,54,ab72-40-100,DONE
aflow30a,536,983.16742526336463470216,983.16742526336520313635,1203,2683,1203,2683,3.643,6.301,3.643,6.301,479,842,31,0.01042,0.46341,58,0,0,0,0,421,421,0.005184,449,812,25,0.01042,0.46341,29,0,0,0,0,392,420,0.005571,0,0,1158.00000000000000000000,1158.00000000000000000000,1158.00000000000000000000,1158.00000000000000000000,1158.00000000000000000000,1158.00000000000000000000,1158.00000000000000000000,1158.00000000000000000000,1158.00000000000000000000,1158.00000000000000000000,1158.00000000000000000000,1158.00000000000000000000,33760,77763,33760,77763,33760,77763,1203,2683,1203,2683,1203,2683,31,24,31,24,31,24,1044.65831974029788398184,1034.48567924862641120853,1044.65831974029788398184,1034.48567924862641120853,1044.65831974029788398184,1034.48567924862641120853,1104.32451603063441325503,1093.22565229618271587242,1104.32451603063441325503,1093.22565229618271587242,1104.32451603063441325503,1093.22565229618271587242,1816,1900,1816,1900,1816,1900,0.509,0.460,0.509,0.460,0.509,0.460,0.657,1.333,0.657,1.333,0.657,1.333,3.643,6.301,3.643,6.301,3.643,6.301,1158.00000000000000000000,1158.00000000000000000000,33760,1203,31,1044.658320,1104.324516,1816,0.509405,0.656731,3.642541,1158.00000000000000000000,1158.00000000000000000000,77763,2683,24,1034.485679,1093.225652,1900,0.459607,1.333097,6.300819,#444d871,#600f7d1,#5de0d70,10.01,,SUCCESS,Wed Jun 14 14:58:25 2023,10,aflow30a,DONE
aflow40b,536,1005.66481651205629077594,1005.68163503481900988845,10580,43778,10580,43778,103.287,594.564,103.287,594.564,1442,2728,38,0.00280,0.50000,78,0,0,0,0,1364,1364,0.001724,1401,2687,36,0.00280,0.45000,39,0,0,0,0,1325,1362,0.001780,0,0,1168.00000000000000000000,1168.00000000000000000000,1168.00000000000000000000,1168.00000000000000000000,1168.00000000000000000000,1168.00000000000000000000,1168.00000000000000000000,1168.00000000000000000000,1168.00000000000000000000,1168.00000000000000000000,1168.00000000000000000000,1168.00000000000000000000,583203,3188992,583203,3188992,583203,3188992,10580,43778,10580,43778,10580,43778,38,34,38,34,38,34,1059.55116266963887028396,1054.75173927307059784653,1059.55116266963887028396,1054.75173927307059784653,1059.55116266963887028396,1054.75173927307059784653,1105.07913765742432588013,1100.31380754390784204588,1105.07913765742432588013,1100.31380754390784204588,1105.07913765742432588013,1100.31380754390784204588,6945,7774,6945,7774,6945,7774,2.357,2.628,2.357,2.628,2.357,2.628,21.732,230.413,21.732,230.413,21.732,230.413,103.287,594.564,103.287,594.564,103.287,594.564,1168.00000000000000000000,1168.00000000000000000000,583203,10580,38,1059.551163,1105.079138,6945,2.357098,21.731617,103.286755,1168.00000000000000000000,1168.00000000000000000000,3188992,43778,34,1054.751739,1100.313808,7774,2.627834,230.413083,594.563788,#444d871,#600f7d1,#5de0d70,10.01,,SUCCESS,Wed Jun 14 15:09:53 2023,698,aflow40b,DONE
air01,536,6743.00000000000000000000,6743.00000000000000000000,1,1,1,1,0.017,0.005,0.017,0.005,23,771,5,0.50000,0.50000,23,0,0,0,0,771,0,0.237692,21,461,5,0.50000,0.50000,18,0,0,0,0,461,0,0.251730,0,0,6796.00000000000000000000,6796.00000000000000000000,6796.00000000000000000000,6796.00000000000000000000,6796.00000000000000000000,6796.00000000000000000000,6796.00000000000000000000,6796.00000000000000000000,6796.00000000000000000000,6796.00000000000000000000,6796.00000000000000000000,6796.00000000000000000000,26,20,26,20,26,20,1,1,1,1,1,1,1,1,1,1,1,1,6796.00000000000000000000,6796.00000000000000000000,6796.00000000000000000000,6796.00000000000000000000,6796.00000000000000000000,6796.00000000000000000000,6796.00000000000000000000,6796.00000000000000000000,6796.00000000000000000000,6796.00000000000000000000,6796.00000000000000000000,6796.00000000000000000000,26,20,26,20,26,20,0.016,0.005,0.016,0.005,0.016,0.005,0.007,0.003,0.007,0.003,0.007,0.003,0.017,0.005,0.017,0.005,0.017,0.005,6796.00000000000000000000,6796.00000000000000000000,26,1,1,6796.000000,6796.000000,26,0.015901,0.007398,0.016537,6796.00000000000000000000,6796.00000000000000000000,20,1,1,6796.000000,6796.000000,20,0.004998,0.002699,0.005349,#444d871,#600f7d1,#5de0d70,10.01,,SUCCESS,Wed Jun 14 14:58:15 2023,0,air01,DONE
air02,536,7640.00000000000090949470,7640.00000000000000000000,1,1,1,1,0.182,0.118,0.182,0.118,50,6774,16,0.33333,0.33333,50,0,0,0,0,6774,0,0.181739,38,5956,16,0.33333,0.33333,38,0,0,0,0,5956,0,0.198146,0,0,7810.00000000000000000000,7810.00000000000000000000,7810.00000000000000000000,7810.00000000000000000000,7810.00000000000000000000,7810.00000000000000000000,7810.00000000000000000000,7810.00000000000000000000,7810.00000000000000000000,7810.00000000000000000000,7810.00000000000000000000,7810.00000000000000000000,125,98,125,98,125,98,1,1,1,1,1,1,1,2,1,2,1,2,7810.00000000000000000000,7640.00000000000000000000,7810.00000000000000000000,7640.00000000000000000000,7810.00000000000000000000,7640.00000000000000000000,7810.00000000000000000000,7640.00000000000000000000,7810.00000000000000000000,7640.00000000000000000000,7810.00000000000000000000,7640.00000000000000000000,125,98,125,98,125,98,0.163,0.110,0.163,0.110,0.163,0.110,0.181,0.117,0.181,0.117,0.181,0.117,0.182,0.118,0.182,0.118,0.182,0.118,7810.00000000000000000000,7810.00000000000000000000,125,1,1,7810.000000,7810.000000,125,0.162527,0.180587,0.182314,7810.00000000000000000000,7810.00000000000000000000,98,1,2,7640.000000,7640.000000,98,0.109639,0.116623,0.117510,#444d871,#600f7d1,#5de0d70,10.01,,SUCCESS,Wed Jun 14 14:58:15 2023,0,air02,DONE
air03,536,338864.25000000000000000000,338864.25000000000000000000,1,1,1,1,0.498,0.255,0.498,0.255,124,10757,35,0.12500,0.50000,124,0,0,0,0,10757,0,0.068244,94,8412,35,0.12500,0.50000,94,0,0,0,0,8412,0,0.068906,0,0,340160.00000000000000000000,340160.00000000000000000000,340160.00000000000000000000,340160.00000000000000000000,340160.00000000000000000000,340160.00000000000000000000,340160.00000000000000000000,340160.00000000000000000000,340160.00000000000000000000,340160.00000000000000000000,340160.00000000000000000000,340160.00000000000000000000,674,356,674,356,674,356,1,1,1,1,1,1,1,1,1,1,1,1,340160.00000000000000000000,340160.00000000000000000000,340160.00000000000000000000,340160.00000000000000000000,340160.00000000000000000000,340160.00000000000000000000,340160.00000000000000000000,340160.00000000000000000000,340160.00000000000000000000,340160.00000000000000000000,340160.00000000000000000000,340160.00000000000000000000,674,356,674,356,674,356,0.474,0.243,0.474,0.243,0.474,0.243,0.492,0.251,0.492,0.251,0.492,0.251,0.498,0.255,0.498,0.255,0.498,0.255,340160.00000000000000000000,340160.00000000000000000000,674,1,1,340160.000000,340160.000000,674,0.474009,0.491595,0.498432,340160.00000000000000000000,340160.00000000000000000000,356,1,1,340160.000000,340160.000000,356,0.242653,0.250705,0.254911,#444d871,#600f7d1,#5de0d70,10.01,,SUCCESS,Wed Jun 14 14:58:16 2023,1,air03,DONE
air04,536,55535.43638822422508383170,55535.43638822421780787408,256,219,256,219,19.076,11.206,19.076,11.206,823,8904,292,0.00082,0.49744,823,0,0,0,0,8904,0,0.009957,599,7524,290,0.00082,0.49744,598,0,0,0,0,7524,0,0.010034,0,0,56137.00000000000000000000,56137.00000000000000000000,56137.00000000000000000000,56137.00000000000000000000,56137.00000000000000000000,56137.00000000000000000000,56133.00000000000000000000,56137.00000000000000000000,56133.00000000000000000000,56137.00000000000000000000,56133.00000000000000000000,56137.00000000000000000000,42808,30060,42808,30060,42808,30060,256,219,256,219,256,219,13,11,13,11,13,11,55618.91886409735161578283,55614.66588575598871102557,55618.91886409735161578283,55614.66588575598871102557,55618.91886409735161578283,55614.66588575598871102557,55688.75476873257139232010,55689.72254307756520574912,55688.75476873257139232010,55689.72254307756520574912,55688.75476873257139232010,55689.72254307756520574912,4727,3968,4727,3968,4727,3968,3.381,2.688,3.381,2.688,3.381,2.688,17.546,7.558,17.546,7.558,17.546,7.558,19.076,11.206,19.076,11.206,19.076,11.206,56137.00000000000000000000,56133.00000000000000000000,42808,256,13,55618.918864,55688.754769,4727,3.381093,17.546229,19.076043,56137.00000000000000000000,56137.00000000000000000000,30060,219,11,55614.665886,55689.722543,3968,2.688221,7.557655,11.205586,#444d871,#600f7d1,#5de0d70,10.01,,SUCCESS,Wed Jun 14 14:58:47 2023,32,air04,DONE
air05,536,25877.60926785138872219250,25877.60926785140327410772,861,699,861,699,15.865,11.626,15.865,11.626,426,7195,224,0.00013,0.49945,426,0,0,0,0,7195,0,0.017005,337,6125,224,0.00013,0.49945,335,0,0,0,0,6125,0,0.017480,0,0,26374.00000000000000000000,26374.00000000000000000000,26374.00000000000000000000,26374.00000000000000000000,26374.00000000000000000000,26374.00000000000000000000,26372.00000000000000000000,26372.00000000000000000000,26372.00000000000000000000,26372.00000000000000000000,26372.00000000000000000000,26372.00000000000000000000,64597,49654,64597,49654,64597,49654,861,699,861,699,861,699,6,6,6,6,6,6,25960.11041756478880415671,25960.11041756478152819909,25960.11041756478880415671,25960.11041756478152819909,25960.11041756478880415671,25960.11041756478152819909,25964.03208328905748203397,25964.03208328905748203397,25964.03208328905748203397,25964.03208328905748203397,25964.03208328905748203397,25964.03208328905748203397,1860,1425,1860,1425,1860,1425,1.323,1.232,1.323,1.232,1.323,1.232,15.697,11.413,15.697,11.413,15.697,11.413,15.865,11.626,15.865,11.626,15.865,11.626,26374.00000000000000000000,26372.00000000000000000000,64597,861,6,25960.110418,25964.032083,1860,1.322798,15.697053,15.865070,26374.00000000000000000000,26372.00000000000000000000,49654,699,6,25960.110418,25964.032083,1425,1.231838,11.413144,11.626044,#444d871,#600f7d1,#5de0d70,10.01,,SUCCESS,Wed Jun 14 14:58:44 2023,29,air05,DONE
air06,536,49616.36363636363239493221,49616.36363636363239493221,1,1,1,1,0.942,0.562,0.942,0.562,825,8627,91,0.09091,0.45455,825,0,5,0,0,8627,0,0.009948,530,6670,91,0.09091,0.45455,527,0,0,0,0,6670,0,0.010764,0,0,49649.00000000000000000000,49649.00000000000000000000,49649.00000000000000000000,49649.00000000000000000000,49649.00000000000000000000,49649.00000000000000000000,49649.00000000000000000000,49649.00000000000000000000,49649.00000000000000000000,49649.00000000000000000000,49649.00000000000000000000,49649.00000000000000000000,2517,1964,2517,1964,2517,1964,1,1,1,1,1,1,2,2,2,2,2,2,49643.14062500000000000000,49648.42028985507931793109,49643.14062500000000000000,49648.42028985507931793109,49643.14062500000000000000,49648.42028985507931793109,49643.14062500000000000000,49648.42028985507931793109,49643.14062500000000000000,49648.42028985507931793109,49643.14062500000000000000,49648.42028985507931793109,2517,1964,2517,1964,2517,1964,0.933,0.555,0.933,0.555,0.933,0.555,0.909,0.561,0.909,0.561,0.909,0.561,0.942,0.562,0.942,0.562,0.942,0.562,49649.00000000000000000000,49649.00000000000000000000,2517,1,2,49643.140625,49643.140625,2517,0.933421,0.909095,0.942461,49649.00000000000000000000,49649.00000000000000000000,1964,1,2,49648.420290,49648.420290,1964,0.554714,0.560779,0.562198,#444d871,#600f7d1,#5de0d70,10.01,,SUCCESS,Wed Jun 14 14:58:19 2023,4,air06,DONE
aligninq,536,2654.73680220533242390957,2654.73680220533242390957,426,516,426,516,3.389,4.883,3.389,4.883,340,1831,181,0.01423,0.48399,1,0,0,0,0,1830,1,0.025274,337,1831,182,0.01423,0.48399,1,0,0,0,1,1830,0,0.025484,1,0,2713.00000000000000000000,2713.00000000000000000000,2713.00000000000000000000,2713.00000000000000000000,2713.00000000000000000000,2713.00000000000000000000,2713.00000000000000000000,2713.00000000000000000000,2713.00000000000000000000,2713.00000000000000000000,2713.00000000000000000000,2713.00000000000000000000,28710,65587,28710,65587,28710,65587,426,516,426,516,426,516,22,27,22,27,22,27,2673.68555594244344320032,2673.64838855670177508728,2673.68555594244344320032,2673.64838855670177508728,2673.68555594244344320032,2673.64838855670177508728,2682.99985118345784940175,2685.07990365432942780899,2682.99985118345784940175,2685.07990365432942780899,2682.99985118345784940175,2685.07990365432942780899,1238,1238,1238,1238,1238,1238,1.113,1.142,1.113,1.142,1.113,1.142,1.804,4.393,1.804,4.393,1.804,4.393,3.389,4.883,3.389,4.883,3.389,4.883,2713.00000000000000000000,2713.00000000000000000000,28710,426,22,2673.685556,2682.999851,1238,1.112570,1.803631,3.388901,2713.00000000000000000000,2713.00000000000000000000,65587,516,27,2673.648389,2685.079904,1238,1.142348,4.392782,4.882636,#444d871,#600f7d1,#5de0d70,10.01,,SUCCESS,Wed Jun 14 14:58:23 2023,8,aligninq,DONE
app1-1,536,-22.82435535911009338861,-21.29705929375804984716,229,10,229,10,4.915,0.959,4.915,0.959,4926,2480,30,0.00015,0.09077,1226,0,1,0,0,1225,1255,0.001496,4781,2431,37,0.00019,0.46659,1225,0,0,0,0,1178,1253,0.001537,0,0,-3.00000000000000000000,-3.00000000000000000000,-3.00000000000000000000,-3.00000000000000000000,-3.00000000000000000000,-3.00000000000000000000,-3.00000000000000000000,-3.00000000000000000000,-3.00000000000000000000,-3.00000000000000000000,-3.00000000000000000000,-3.00000000000000000000,3669,1656,3669,1656,3669,1656,229,10,229,10,229,10,8,20,8,20,8,20,-18.14014957472689815177,-17.89863663182222808246,-18.14014957472689815177,-17.89863663182222808246,-18.14014957472689815177,-17.89863663182222808246,-3.00000000000000000000,-3.93441028993352048815,-3.00000000000000000000,-3.93441028993352048815,-3.00000000000000000000,-3.93441028993352048815,1501,1596,1501,1596,1501,1596,0.813,0.910,0.813,0.910,0.813,0.910,4.914,0.958,4.914,0.958,4.914,0.958,4.915,0.959,4.915,0.959,4.915,0.959,-3.00000000000000000000,-3.00000000000000000000,3669,229,8,-18.140150,-3.000000,1501,0.812592,4.914368,4.914929,-3.00000000000000000000,-3.00000000000000000000,1656,10,20,-17.898637,-3.934410,1596,0.909575,0.957823,0.958615,#444d871,#600f7d1,#5de0d70,10.01,,SUCCESS,Wed Jun 14 14:58:21 2023,6,app1-1,DONE
app3,536,5627412.28793810121715068817,5627412.28794097900390625000,36,108,36,108,1.588,0.994,1.588,0.994,766,3080,18,0.03292,0.41657,462,0,0,0,0,100,2980,0.006234,370,1392,18,0.03292,0.41657,35,0,0,0,0,76,1316,0.008902,0,0,5751714.32890419661998748779,5751714.32890319824218750000,5751714.32890419661998748779,5751714.32890319824218750000,5751714.32890419661998748779,5751714.32890319824218750000,5751714.32890419661998748779,5751333.30924565251916646957,5751714.32890419661998748779,5751333.30924565251916646957,5751714.32890419661998748779,5751333.30924565251916646957,4709,6234,4709,6234,4709,6234,36,108,36,108,36,108,39,29,39,29,39,29,5657795.64907490275800228119,5662485.33599281311035156250,5657795.64907490275800228119,5662485.33599281311035156250,5657795.64907490275800228119,5662485.33599281311035156250,5733616.91370537038892507553,5731528.81069347262382507324,5733616.91370537038892507553,5731528.81069347262382507324,5733616.91370537038892507553,5731528.81069347262382507324,2978,2117,2978,2117,2978,2117,1.291,0.507,1.291,0.507,1.291,0.507,1.564,0.993,1.564,0.993,1.564,0.993,1.588,0.994,1.588,0.994,1.588,0.994,5751714.32890419661998748779,5751714.32890419661998748779,4709,36,39,5657795.649075,5733616.913705,2978,1.291282,1.564034,1.587587,5751714.32890319824218750000,5751333.30924565251916646957,6234,108,29,5662485.335993,5731528.810693,2117,0.507278,0.993404,0.993992,#444d871,#600f7d1,#5de0d70,10.01,,SUCCESS,Wed Jun 14 14:58:17 2023,2,app3,DONE
